timestamp,n_samples,mae,rmse,bias,directional_accuracy_pct
2026-03-28T20:07:05.722340,5000,111.9581,129.3206,-0.8407,21.6
2026-03-28T20:10:46.189260,5000,111.9581,129.3206,-0.8407,21.6
2026-03-28T20:11:16.323794,5000,111.9581,129.3206,-0.8407,21.6
2026-03-28T20:17:40.229684,5000,111.9581,129.3206,-0.8407,21.6
2026-03-28T20:17:51.523619,5000,111.9581,129.3206,-0.8407,21.6
